link,category,price_from,price_to,similarweb_traffic,moz_da,semrush_as,ahrefs_dr_range,tat,link_attribution_type
usattorneys.com,"[""Automobiles"", ""Finance"", ""Home and Family""]",412.48,487.48,35503,46,35,65,Up to 5 days,Dofollow
thewowdecor.com,"[""Home and Family"", ""Lifestyle"", ""Real Estate""]",60,75,3820,35,4,56,N/A,Dofollow
businesstomark.com,"[""Business"", ""Technology""]",25.5,27.5,6963,64,26,55,Up to 5 days,Dofollow
theexeterdaily.co.uk,"[""Business"", ""Lifestyle"", ""News and Media""]",43.5,58.5,25197,54,30,66,Up to 7 days,Dofollow
imnepal.com,"[""Leisure and Hobbies"", ""Society"", ""Travelling""]",52.5,60,25896,68,34,57,Up to 6 days,Dofollow
constrofacilitator.com,"[""Business"", ""News and Media"", ""Real Estate""]",32.5,0,38975,43,28,55,Up to 8 days,Dofollow
resident.com,"[""Home and Family"", ""Lifestyle"", ""Society""]",187.49,224.99,71928,47,41,64,Up to 4 days,Dofollow
netnewsledger.com,"[""News and Media""]",124.49,131.99,118698,55,42,70,Up to 5 days,Dofollow
wordplop.com,"[""Business"", ""Home and Family"", ""Lifestyle""]",37.5,52.5,467,74,15,50,Up to 7 days,Dofollow
traveltweaks.com,"[""Lifestyle"", ""Personal Blogs"", ""Travelling""]",202.49,217.49,16617,34,41,71,Up to 7 days,Dofollow
globallyinform.com,"[""Business"", ""Fashion"", ""Lifestyle""]",35,37.5,25767,56,14,35,Up to 3 days,Dofollow
mynewsgh.com,"[""Culture"", ""Law"", ""Politics""]",82.5,94.5,43072,39,32,53,Up to 8 days,Dofollow
hstoday.us,"[""Business"", ""Politics"", ""Software development""]",22.5,27.5,126854,63,45,74,Up to 4 days,Dofollow
thedailytribute.com,"[""Business"", ""Home and Family"", ""Lifestyle""]",22.5,22.5,2541,56,22,68,Up to 5 days,Dofollow
namesbluff.com,"[""Animals and Pets"", ""Music"", ""Sports""]",32.5,36.5,,36,29,51,English,Dofollow
outdooractive.com,"[""Home and Family"", ""Society"", ""Travelling""]",17.5,32.5,3496482,69,70,84,Up to 5 days,Dofollow
itsupplychain.com,"[""Technology"", ""Internet"", ""Software development""]",112.49,127.49,61239,39,37,62,Up to 6 days,Dofollow
timelymagazine.co.uk,"[""Business"", ""Health"", ""Lifestyle""]",25.5,32.5,3985,34,26,55,Up to 4 days,Dofollow
uploadarticle.com,"[""Business"", ""Fashion"", ""Technology""]",30.5,48,10069,57,30,36,Up to 7 days,Dofollow
hindustantimes.com,"[""Business"", ""Lifestyle"", ""News and Media""]",908.4,0,262764970,93,99,90,N/A,No
stephilareine.com,"[""Beauty"", ""Fashion"", ""Lifestyle""]",23.5,28.5,529,61,6,46,Up to 8 days,Dofollow
bioscops.com,"[""Culture"", ""Leisure and Hobbies"", ""Movies""]",40.5,52.5,14215,39,36,54,More than 10 days,Dofollow
faze.ca,"[""Entertainment"", ""Health"", ""Travelling""]",128.99,203.99,13859,49,28,50,Up to 3 days,Dofollow
thetimes.com.au,"[""Business"", ""News and Media"", ""Real Estate""]",36.99,46.5,20888,30,26,47,Up to 7 days,Dofollow
digimagazine.co.uk,"[""Business"", ""Technology"", ""Lifestyle""]",27.5,30.5,15292,53,25,61,Up to 7 days,Dofollow
usatimemagazine.co.uk,"[""Business"", ""Entertainment"", ""Lifestyle""]",22.5,24.5,44464,38,20,45,Up to 4 days,Dofollow
sippycupmom.com,"[""Home and Family"", ""Places"", ""Travelling""]",32.5,37.5,8628,47,26,52,Up to 8 days,Dofollow
cpomagazine.com,"[""Computers"", ""Technology"", ""News and Media""]",292.49,296.99,32485,62,38,80,Up to 3 days,Dofollow
greenrecord.co.uk,"[""Business"", ""Computers"", ""E-commerce""]",19.5,19.5,3754,54,32,61,Up to 5 days,Dofollow
momooze.com,"[""For Women"", ""Home and Family"", ""Lifestyle""]",164.99,239.99,78676,49,31,52,Up to 6 days,Dofollow
easybib.co.uk,"[""Fashion"", ""Food"", ""Lifestyle""]",27.5,32.5,986,60,33,59,Up to 3 days,Dofollow
recentlyheard.com,"[""Entertainment"", ""Health"", ""Technology""]",32.5,52.5,8970,50,6,53,Up to 4 days,Dofollow
blufashion.com,"[""Art"", ""Beauty"", ""Fashion""]",37.5,52.5,6856,59,23,48,Up to 3 days,Dofollow
canva.com,"[""Art"", ""Technology"", ""Web-development""]",17.5,17.5,791876399,93,100,93,Up to 4 days,Dofollow
mybeautifuladventures.com,"[""Home and Family"", ""Lifestyle"", ""Travelling""]",52.5,0,12808,35,23,46,N/A,Dofollow
tagg.com.au,"[""Business"", ""Entertainment"", ""Home and Family""]",37.5,40.5,4813,27,21,41,Up to 5 days,Dofollow
intelligentliving.co,"[""Health"", ""Technology"", ""Lifestyle""]",63,75,48373,47,32,67,Up to 4 days,Dofollow
blogearns.com,"[""Computers"", ""Technology"", ""Internet""]",82.5,194.99,25604,21,24,85,Up to 6 days,Dofollow
theedgesearch.com,"[""Business"", ""Entertainment"", ""Technology""]",27.5,32.5,2282,37,24,50,Up to 3 days,Dofollow
dgmnews.com,"[""Business"", ""Career and Employment"", ""Technology""]",17.5,22.5,12813,47,39,67,Up to 6 days,Dofollow
noobpreneur.com,"[""Business"", ""Technology"", ""News and Media""]",119.99,119.99,8478,53,29,69,Up to 4 days,Dofollow
blogstrove.com,"[""Business"", ""Society"", ""Travelling""]",22.5,22.5,56460,33,36,49,Up to 7 days,Dofollow
techduffer.com,"[""Entertainment"", ""Games"", ""Technology""]",27.5,0,8675,58,21,46,N/A,Dofollow
build.com.au,"[""Construction and Repairs"", ""Home and Family"", ""Real Estate""]",75,97.5,43282,50,31,62,N/A,Dofollow
houzz.com.au,"[""Construction and Repairs"", ""Home and Family"", ""Real Estate""]",22.5,26.5,361982,52,50,83,Up to 5 days,Dofollow
timesindonesia.co.id,"[""Business"", ""Movies"", ""Society""]",82.5,87,328463,39,46,73,Up to 7 days,Dofollow
digitalglobaltimes.com,"[""Marketing and Advertising"", ""Personal Blogs"", ""Real Estate""]",67.5,82.5,10905,64,27,53,Up to 5 days,Dofollow
readesh.com,"[""Fashion"", ""Finance"", ""Travelling""]",22.5,22.5,2070,61,18,69,Up to 5 days,Dofollow
zshare.net,"[""Games"", ""Health"", ""Technology""]",45,67.5,45325,86,14,71,Up to 4 days,Dofollow
sosugary.com,"[""Culture"", ""Movies"", ""Music""]",55.5,130.49,,63,33,75,English,Dofollow
stltoday.com,"[""Law"", ""Politics"", ""Society""]",1074.64,1139.57,4579461,86,52,84,N/A,Dofollow
jivochat.com,"[""Business"", ""Technology"", ""Internet""]",235.49,247.49,131110,44,44,78,Up to 4 days,Dofollow
healthcarter.com,"[""For ?hildren"", ""For Women"", ""Health""]",27.5,37.5,6212,55,24,40,Up to 5 days,Dofollow
tweakyourbiz.com,"[""Business""]",206.24,281.24,26950,55,36,74,Up to 5 days,Dofollow
elperiodicodeyecla.com,"[""Business"", ""Lifestyle"", ""News and Media""]",37.5,45,159730,37,36,49,Up to 4 days,Dofollow
havokjournal.com,"[""Business"", ""Entertainment"", ""News and Media""]",99,173.99,95126,44,32,49,Up to 6 days,Dofollow
geeksnipper.com,"[""Business"", ""Technology"", ""Law""]",52.5,75,114,68,5,43,N/A,Dofollow
northpennnow.com,"[""Food"", ""News and Media"", ""Society""]",32.5,42,144603,36,39,54,Up to 4 days,Dofollow
handymantips.org,"[""Construction and Repairs"", ""Equipment"", ""Real Estate""]",37.5,52.5,,35,6,56,English,Dofollow
fintechzoom.com,"[""Business"", ""Finance"", ""Technology""]",520.32,550.32,4124,66,48,72,N/A,Dofollow
seaislenews.com,"[""News and Media"", ""Politics"", ""Sports""]",32.5,45,46664,39,40,58,Up to 7 days,Dofollow
feast-magazine.co.uk,"[""Food"", ""Literature"", ""Travelling""]",91.5,0,276632,30,38,70,N/A,Dofollow
bakenstein.com,"[""Business"", ""Finance"", ""Law""]",37.5,0,693,61,26,64,Up to 1 day,Dofollow
floridaindependent.com,"[""Health"", ""Technology"", ""Miscellaneous""]",75,127.49,230,53,6,57,N/A,Dofollow
lawire.com,"[""Business"", ""Entertainment"", ""Health""]",124.49,199.49,7429,59,25,65,N/A,Dofollow
iplocation.net,"[""Computers"", ""Technology"", ""Internet""]",164.99,239.99,1717147,57,53,76,Up to 6 days,Dofollow
primenamespot.com,"[""Business"", ""Health"", ""Technology""]",27.5,30.5,1279,28,18,45,Up to 4 days,Dofollow
small-bizsense.com,"[""Business"", ""Computers"", ""Technology""]",27.49,33.5,83,40,22,60,N/A,Dofollow
voyageny.com,"[""Business"", ""Entertainment"", ""Lifestyle""]",149.99,164.99,5309,59,25,49,Up to 6 days,Dofollow
yardyum.com,"[""Agriculture"", ""Environment"", ""Home and Family""]",37.5,46.5,8451,36,24,29,Up to 6 days,Dofollow
coolbio.org,"[""Art"", ""Culture"", ""Fashion""]",31,33.5,26431,56,25,38,Up to 3 days,Dofollow
geeksaroundglobe.com,"[""Business"", ""Technology"", ""Home and Family""]",127.49,0,18679,62,31,70,N/A,Dofollow
dailytrust.com,"[""Business"", ""Culture"", ""News and Media""]",494.98,0,1478561,75,50,74,N/A,Dofollow
houseofcoco.net,"[""Entertainment"", ""Food"", ""Lifestyle""]",124.49,134.99,20108,38,32,65,Up to 4 days,Dofollow
thesouthafrican.com,"[""Lifestyle"", ""News and Media"", ""Travelling""]",299.99,299.99,3180160,83,50,75,Up to 6 days,Dofollow
hometownstation.com,"[""News and Media""]",179.99,194.99,97081,64,41,75,Up to 4 days,Dofollow
business-money.com,"[""Business"", ""Career and Employment"", ""Finance""]",75.49,150.49,61617,40,34,66,Up to 6 days,Dofollow
ranktracker.com,"[""Business"", ""Career and Employment"", ""Technology""]",119.99,119.99,221981,40,45,44,Up to 6 days,Dofollow
atoallinks.com,"[""Business"", ""Health"", ""Technology""]",17.5,18.5,21734,48,28,53,Up to 6 days,Dofollow
betterthisworld.com,"[""Business"", ""Finance"", ""Startups""]",179.99,202.49,25421,56,41,56,Up to 5 days,Dofollow
fitcoding.com,"[""Games"", ""Politics"", ""Sports""]",32.5,37.5,27434,24,37,40,Up to 3 days,Dofollow
ceocolumn.com,"[""Business"", ""Entertainment"", ""Technology""]",45,52.5,17548,56,24,44,Up to 3 days,Dofollow
skopemag.com,"[""Entertainment""]",22.5,29.5,17069,44,29,87,Up to 3 days,Dofollow
trendlandmagazine.com,"[""Business"", ""Technology"", ""Lifestyle""]",26.5,27.5,8859,37,28,72,Up to 3 days,Dofollow
securitysenses.com,"[""Technology"", ""Internet"", ""Software development""]",37.5,45,21133,21,32,54,Up to 7 days,Dofollow
retail-insider.com,"[""Business"", ""Marketing and Advertising"", ""Shopping""]",320.98,433.48,234315,55,45,36,N/A,Dofollow
pantheonuk.org,"[""Business"", ""Construction and Repairs"", ""Health""]",28.5,30.5,1034,54,35,73,Up to 7 days,Dofollow
zobuz.com,"[""Education"", ""Entertainment"", ""Fashion""]",17.5,20.5,1047,26,18,66,Up to 3 days,Dofollow
tricklings.com,"[""Business"", ""Fashion"", ""Technology""]",31.5,31.5,7342,51,13,70,Up to 6 days,Dofollow
internetvibes.net,"[""Art"", ""Business"", ""Travelling""]",52.5,75,7726,32,20,34,Up to 2 days,Dofollow
bloglovin.com,"[""Leisure and Hobbies"", ""Lifestyle"", ""Miscellaneous""]",17.5,17.5,691085,93,31,51,N/A,Dofollow
newsgram.com,"[""Health"", ""Technology"", ""News and Media""]",45,52.5,10179,57,31,68,Up to 8 days,Dofollow
newsexaminer.net,"[""Finance"", ""Games"", ""Sports""]",82.5,157.49,27198,51,47,58,Up to 7 days,Dofollow
motocms.com,"[""Web-development""]",119.99,127.49,86886,51,34,64,Up to 4 days,Dofollow
dailybulletin.com.au,"[""News and Media""]",37.5,112.49,3574,33,22,26,Up to 6 days,Dofollow
tasmaniantimes.com,"[""Business"", ""Home and Family"", ""News and Media""]",49.87,58.87,45891,53,30,38,Up to 1 day,Dofollow
insightsjournal.co.uk,"[""Business"", ""Sports"", ""Travelling""]",37,45,15700,32,26,68,Up to 4 days,Dofollow
techicy.com,"[""Business"", ""Technology"", ""Marketing and Advertising""]",43.5,60,28007,42,33,21,Up to 4 days,Dofollow
hackmd.io,"[""Technology"", ""Internet"", ""Web-development""]",17.5,19.5,2322223,70,55,72,Up to 6 days,Dofollow
daltxrealestate.com,"[""Business"", ""Construction and Repairs"", ""Real Estate""]",90,164.99,,33,30,56,English,Dofollow
dreamchaserhub.com,"[""Construction and Repairs"", ""Health"", ""Leisure and Hobbies""]",26.5,30.5,10208,37,27,62,Up to 6 days,Dofollow
ahouseinthehills.com,"[""Construction and Repairs"", ""Home and Family"", ""Leisure and Hobbies""]",164.99,179.99,24171,57,32,55,Up to 5 days,Dofollow
snntv.com,"[""Technology"", ""Miscellaneous"", ""News and Media""]",45,60,34013,74,38,70,N/A,Dofollow
forbesindia.com,"[""Business"", ""Culture"", ""Politics""]",284.99,299.99,893870,82,57,23,N/A,Dofollow
livemint.com,"[""Business"", ""Health"", ""News and Media""]",1100.61,0,68385890,90,92,30,N/A,
expresstimes.co.uk,"[""Business"", ""Health"", ""Lifestyle""]",21.5,23.62,6251,53,5,65,Up to 4 days,Dofollow
ranyy.com,"[""Business"", ""Education"", ""Finance""]",27.5,32.5,2230,36,19,51,Up to 3 days,Dofollow
techbehindit.com,"[""Business"", ""Health"", ""Technology""]",67.5,67.5,8218,53,32,70,Up to 4 days,Dofollow
lifestylebyps.com,"[""Fashion"", ""Leisure and Hobbies"", ""Lifestyle""]",88.35,106.49,96435,45,44,45,Up to 5 days,Dofollow
infogram.com,"[""Business"", ""Technology"", ""Leisure and Hobbies""]",17.5,20.5,1187052,82,58,37,Up to 5 days,Dofollow
housesumo.com,"[""Construction and Repairs"", ""Home and Family""]",29.5,34.5,211,21,5,30,Up to 5 days,Dofollow
decoratoradvice.com,"[""Construction and Repairs"", ""Home and Family"", ""Real Estate""]",269.99,277.49,4130,52,35,44,Up to 6 days,Dofollow
gelora.co,"[""Business"", ""Lifestyle"", ""News and Media""]",25.5,35.5,,33,39,40,Indonesian,Dofollow
diariodeavisos.elespanol.com,"[""Politics"", ""Society"", ""Travelling""]",161.33,236.33,2203355,93,84,67,Up to 6 days,Dofollow
makemoneydirectories.com,"[""Business"", ""Finance"", ""Technology""]",22.5,32.5,116,65,6,33,Up to 1 day,Dofollow
bsuperb.com,"[""Automobiles"", ""Business"", ""Technology""]",49.5,63,23228,26,29,57,Up to 2 days,Dofollow
openpr.com,"[""Business"", ""Technology"", ""Marketing and Advertising""]",26.5,26.5,302567,71,45,35,Up to 7 days,Dofollow
mydecorative.com,"[""Construction and Repairs"", ""Home and Family""]",52.5,60,1524,41,14,40,N/A,Dofollow
disway.id,"[""Law"", ""Politics"", ""Sports""]",214.49,0,14172974,65,71,22,Up to 7 days,Dofollow
tribuneonlineng.com,"[""Business"", ""Lifestyle"", ""News and Media""]",164.99,239.99,1260539,74,52,44,Up to 5 days,Dofollow
ko-fi.com,"[""Business"", ""Fashion"", ""Health""]",17.5,17.5,9312014,82,54,63,Up to 4 days,Dofollow
tgdaily.com,"[""Technology""]",164.99,239.99,5653,69,31,25,Up to 5 days,Dofollow
idealmagazine.co.uk,"[""Leisure and Hobbies"", ""Lifestyle"", ""Travelling""]",194.99,217.49,22146,43,38,35,Up to 7 days,Dofollow
upscalelivingmag.com,"[""For Men"", ""For Women"", ""Lifestyle""]",119.99,142.49,26973,69,35,42,N/A,Dofollow
goodmooddotcom.com,"[""Business"", ""Health"", ""Technology""]",45,60,3567,40,30,47,Up to 5 days,Dofollow
lifestyledaily.co.uk,"[""Finance"", ""Home and Family"", ""Lifestyle""]",42.73,54,9024,58,27,64,Up to 5 days,Dofollow
savingadvice.com,"[""Finance"", ""Lifestyle""]",226.34,256.34,33204,62,36,2,Up to 5 days,Dofollow
techimaging.co.uk,"[""Career and Employment"", ""Games"", ""Sports""]",22.5,27.5,11270,36,24,25,Up to 7 days,Dofollow
nairaland.com,"[""Business"", ""Technology"", ""Startups""]",17.5,22.5,19303011,87,62,53,Up to 6 days,Dofollow
sparklemorning.com,"[""Business"", ""Culture"", ""Sports""]",26.5,28.5,18000,31,14,29,Up to 5 days,Dofollow
refarmingbase.com,"[""Animals and Pets"", ""Automobiles"", ""Food""]",26.5,27.5,580,44,15,61,Up to 6 days,Dofollow
halt.org,"[""Law""]",157.49,0,9545,35,29,56,Up to 3 days,Dofollow
vamonde.com,"[""Business"", ""Fashion"", ""Health""]",27.5,45,10901,37,30,51,Up to 7 days,Dofollow
build-review.com,"[""Construction and Repairs"", ""News and Media"", ""Real Estate""]",230.99,247.49,36415,37,36,43,Up to 7 days,Dofollow
houzz.co.uk,"[""Home and Family""]",21.99,27.5,622766,59,53,64,Up to 5 days,Dofollow
digestley.com,"[""Education"", ""Games"", ""Health""]",22.5,22.5,33,57,14,62,Up to 2 days,Dofollow
homesgofast.com,"[""Business"", ""Finance"", ""Real Estate""]",127.49,134.99,9053,51,23,43,Up to 2 days,Dofollow
zeebiz.com,"[""Business"", ""Finance"", ""Technology""]",329.98,337.48,13197618,63,73,77,N/A,Dofollow
allwomenstalk.com,"[""Beauty"", ""Fashion"", ""For Women""]",449.98,449.98,164222,73,35,61,N/A,Dofollow
thinkdear.com,"[""Business"", ""Fashion"", ""Technology""]",25,27.5,566,53,21,34,Up to 4 days,Dofollow
wikitechlibrary.com,"[""Games"", ""Technology"", ""Personal Blogs""]",27.5,0,65310,17,36,84,Up to 6 days,Dofollow
bulkquotesnow.com,"[""Business"", ""Beauty"", ""Marketing and Advertising""]",22.5,37.5,23,58,5,33,Up to 4 days,Dofollow
manometcurrent.com,"[""Business"", ""Fashion"", ""Lifestyle""]",27.5,45,2003,38,24,61,Up to 4 days,Dofollow
tamaracamerablog.com,"[""Animals and Pets"", ""For ?hildren"", ""Home and Family""]",30.5,32.5,5447,66,26,55,Up to 8 days,Dofollow
rizzapedia.com,"[""Business"", ""Health"", ""Technology""]",27.5,28.5,16659,40,14,73,Up to 3 days,Dofollow
kennarealestate.com,"[""Real Estate""]",97.5,112.49,,35,31,75,English,Dofollow
tynmagazine.com,"[""Finance"", ""Technology"", ""Startups""]",30.5,32.5,26351,52,30,42,Up to 6 days,Dofollow
thehomeandtown.com,"[""Construction and Repairs"", ""Home and Family"", ""Real Estate""]",39,42,6675,38,16,33,Up to 2 days,Dofollow
techjournal.org,"[""Gadgets"", ""Technology"", ""Marketing and Advertising""]",75,127.49,4193,49,6,47,Up to 3 days,Dofollow
theenterpriseworld.com,"[""Business"", ""News and Media"", ""Politics""]",142.49,149.99,67600,38,45,51,Up to 6 days,Dofollow
valuewalk.com,"[""Business"", ""Finance"", ""Technology""]",2408.4,2473.34,223316,83,41,50,N/A,Dofollow
neconnected.co.uk,"[""Business"", ""Technology"", ""Sports""]",32.5,0,5297,50,22,73,Up to 4 days,Dofollow
deadlinenews.co.uk,"[""Business"", ""Entertainment"", ""News and Media""]",131.99,149.99,41513,76,30,44,N/A,Dofollow
beverlyhillsmagazine.com,"[""Automobiles"", ""Beauty"", ""Fashion""]",75,112.49,3973,45,17,58,N/A,Dofollow
founterior.com,"[""Construction and Repairs"", ""Home and Family"", ""Manufacturing""]",88.35,118.34,56,41,5,70,N/A,Dofollow
bhwiki.com,"[""Business"", ""Finance"", ""Marketing and Advertising""]",37.5,0,1553,49,18,70,Up to 1 day,Dofollow
bookshop.org,"[""Business"", ""Books"", ""Leisure and Hobbies""]",17.5,17.5,3659190,79,53,34,Up to 5 days,Dofollow
hildenbrewing.com,"[""Business"", ""Entertainment"", ""Technology""]",18.7,20.5,266,56,5,49,Up to 6 days,Dofollow
travelblog.org,"[""Travelling""]",50.85,50.85,181166,72,29,42,N/A,Dofollow
visualmodo.com,"[""Marketing and Advertising"", ""Programming"", ""Web-development""]",179.99,262.49,38214,62,30,43,N/A,Dofollow
bitrebels.com,"[""Business"", ""Technology"", ""Lifestyle""]",124.49,199.49,20671,70,30,50,Up to 7 days,Dofollow
proprofs.com,"[""Entertainment"", ""Technology"", ""Internet""]",27.5,32.5,4701233,86,54,64,Up to 8 days,Dofollow
ellecanada.com,"[""Beauty"", ""Culture"", ""Fashion""]",1918.79,1918.79,206702,76,48,52,N/A,Dofollow
cyprus-mail.com,"[""News and Media""]",344.98,329.98,714710,72,51,31,Up to 5 days,Dofollow
elconfidencialdigital.com,"[""News and Media""]",774.74,839.68,2360962,78,55,11,N/A,Dofollow
media-kom.com,"[""Business"", ""Technology"", ""Marketing and Advertising""]",37.5,0,,52,25,56,English,Dofollow
healthbenefitstimes.com,"[""Food"", ""Health"", ""Sports""]",96,112.49,37618,55,25,82,N/A,Dofollow
medsnews.com,"[""Health"", ""Law"", ""Science""]",45,90,3825,63,6,70,Up to 3 days,Dofollow
sonora.id,"[""Business"", ""Education"", ""Movies""]",224.99,0,7236488,38,65,37,Up to 3 days,Dofollow
zomgcandy.com,"[""Business"", ""Health"", ""Technology""]",54.6,66.3,7663,54,25,40,Up to 5 days,Dofollow
dreamandtravel.com,"[""Places"", ""Travelling""]",60,90,7832,27,30,46,Up to 6 days,Dofollow
nomefy.com,"[""Business"", ""Fashion"", ""Leisure and Hobbies""]",26.5,27.5,46700,42,17,87,Up to 4 days,Dofollow
mybloggerclub.com,"[""Business"", ""Health"", ""Miscellaneous""]",29.5,35.5,202,42,6,70,N/A,Dofollow
greenbuildingadvisor.com,"[""Construction and Repairs"", ""Environment"", ""Personal Blogs""]",749.96,1269.44,668415,61,44,73,Up to 7 days,Dofollow
mid-day.com,"[""News and Media""]",60,75,2750688,85,73,82,N/A,Dofollow
dimensionscopez.com,"[""Business"", ""Health"", ""Technology""]",32.5,45,3402,33,15,40,Up to 4 days,Dofollow
epodcastnetwork.com,"[""Business"", ""News and Media""]",63,73.5,7586,45,32,15,Up to 6 days,Dofollow
realwealthbusiness.com,"[""Business"", ""Finance"", ""Marketing and Advertising""]",75,97.5,989,61,26,42,N/A,Dofollow
itwire.com,"[""Art"", ""Technology"", ""Internet""]",209.99,239.99,64227,76,33,83,Up to 4 days,Dofollow
intheplayroom.co.uk,"[""Education"", ""For ?hildren"", ""Home and Family""]",131.99,140.99,83090,52,33,54,Up to 6 days,Dofollow
aspirantsg.com,"[""Food"", ""Lifestyle"", ""Travelling""]",75,82.49,4448,63,24,43,Up to 5 days,Dofollow
